date,x1,x2,x3,x4,x5,x6,location
12/29/2016,52,12,41,9,9,74,6
12/28/2016,76,15,24,6,6,54,6
12/27/2016,80,17,26,5,6,70,6
12/26/2016,97,22,14,6,5,70,6
12/25/2016,126,6,35,7,9,84,6
12/24/2016,139,6,31,6,10,102,6
12/23/2016,99,16,21,5,7,106,6
12/22/2016,42,19,13,5,5,84,6
12/21/2016,94,12,26,5,6,32,6
12/20/2016,88,13,35,8,9,90,6
12/19/2016,76,8,43,9,11,90,6
12/18/2016,91,11,40,10,9,70,6
12/17/2016,67,8,37,8,6,80,6
12/16/2016,55,1,42,8,7,58,6
12/15/2016,63,25,24,6,6,50,6
12/14/2016,96,22,15,6,4,58,6
12/13/2016,124,19,18,7,5,88,6
12/12/2016,93,19,38,10,1,106,6
12/11/2016,72,4,48,10,12,84,6
12/10/2016,68,21,31,8,7,60,6
12/9/2016,79,21,21,7,5,54,6
12/8/2016,122,23,24,8,6,60,6
12/7/2016,82,6,41,9,9,110,6
12/6/2016,42,8,39,10,7,76,6
12/5/2016,143,0,19,0,6,40,6
12/4/2016,148,0,30,0,8,126,6
12/3/2016,88,0,51,0,11,124,6
12/2/2016,55,0,46,0,10,88,6
12/1/2016,78,0,31,0,7,58,6
11/30/2016,92,0,15,0,5,76,6
11/29/2016,65,2,44,9,8,88,6
11/28/2016,111,16,33,7,7,62,6
11/27/2016,140,22,19,5,7,114,6
11/26/2016,105,5,31,5,8,116,6
11/25/2016,72,4,36,6,8,90,6
11/24/2016,54,17,34,6,7,58,6
11/23/2016,59,24,16,5,4,40,6
11/22/2016,67,21,11,4,4,54,6
11/21/2016,95,25,12,5,4,62,6
11/20/2016,76,20,31,6,7,96,6
11/19/2016,0,29,18,6,5,70,6
11/18/2016,154,0,0,0,0,0,6
11/17/2016,123,11,49,9,10,136,6
11/16/2016,89,14,45,9,9,110,6
11/15/2016,78,16,33,7,6,84,6
11/14/2016,91,27,14,6,4,88,6
11/13/2016,0,5,47,7,8,80,6
11/12/2016,90,0,0,0,0,0,6
11/11/2016,79,1,46,8,10,102,6
11/10/2016,95,28,31,7,6,72,6
11/9/2016,83,5,39,6,6,70,6
11/8/2016,98,24,21,5,4,56,6
11/7/2016,46,28,13,6,5,90,6
11/6/2016,39,22,23,6,4,42,6
11/5/2016,76,27,18,5,6,40,6
11/4/2016,66,35,39,8,7,104,6
11/3/2016,55,25,45,7,6,88,6
11/2/2016,56,14,44,7,6,60,6
11/1/2016,41,16,33,5,4,56,6
10/31/2016,57,24,14,4,3,30,6
10/30/2016,45,17,27,5,5,42,6
10/29/2016,58,23,23,4,5,34,6
10/28/2016,58,26,12,5,3,48,6
10/27/2016,73,29,24,5,5,50,6
10/26/2016,65,20,26,5,7,66,6
10/25/2016,25,14,27,5,8,54,6
10/24/2016,27,22,21,4,4,18,6
10/23/2016,17,20,18,3,3,22,6
10/22/2016,54,28,8,3,0,12,6
10/21/2016,39,28,18,4,0,40,6
10/20/2016,107,12,26,5,0,28,6
10/19/2016,103,0,0,0,0,94,6
10/18/2016,79,0,0,0,0,92,6
10/17/2016,88,0,0,0,0,70,6
10/16/2016,98,0,0,0,0,72,6
10/15/2016,132,0,0,0,0,80,6
10/14/2016,106,0,0,0,0,110,6
10/13/2016,76,0,0,0,0,90,6
10/12/2016,0,0,0,0,0,60,6
10/10/2016,32,0,0,0,0,0,6
10/9/2016,31,23,16,7,4,32,6
10/8/2016,34,30,9,7,3,22,6
10/7/2016,47,36,11,7,4,28,6
10/6/2016,62,24,24,8,5,40,6
10/5/2016,35,37,13,8,5,56,6
10/4/2016,49,33,13,8,3,32,6
10/3/2016,32,33,18,9,4,40,6
10/2/2016,69,31,15,8,4,20,6
10/1/2016,80,18,26,8,5,50,6
9/30/2016,40,26,32,9,5,64,6
9/29/2016,17,17,23,8,4,36,6
9/28/2016,85,21,12,8,4,16,6
9/27/2016,75,14,22,9,5,62,6
9/26/2016,75,17,31,9,5,56,6
9/25/2016,119,37,31,9,5,62,6
9/24/2016,108,50,33,8,6,90,6
9/23/2016,81,72,33,8,6,90,6
9/22/2016,71,52,34,8,5,68,6
9/21/2016,65,40,26,7,4,54,6
9/20/2016,23,36,24,7,4,50,6
9/19/2016,14,32,10,7,0,22,6
9/18/2016,46,28,9,7,3,18,6
9/17/2016,77,32,7,7,3,34,6
9/16/2016,85,36,11,8,4,52,6
9/15/2016,75,63,18,9,5,62,6
9/14/2016,54,50,20,8,5,54,6
9/13/2016,20,45,21,7,4,36,6
9/12/2016,53,30,21,7,4,16,6
9/11/2016,70,27,19,8,4,34,6
9/10/2016,76,43,16,7,5,48,6
9/9/2016,76,47,25,8,5,58,6
9/8/2016,104,41,28,8,5,58,6
9/7/2016,137,33,28,8,6,80,6
9/6/2016,93,48,25,8,6,108,6
9/5/2016,47,47,29,9,5,80,6
9/4/2016,43,43,23,7,5,38,6
9/3/2016,38,35,18,7,5,28,6
9/2/2016,75,36,20,7,5,24,6
9/1/2016,80,48,17,7,4,54,6
8/31/2016,16,70,27,8,6,74,6
8/30/2016,29,24,10,7,4,16,6
8/29/2016,19,27,14,7,3,30,6
8/28/2016,9,25,11,7,4,14,6
8/27/2016,14,25,6,7,0,8,6
8/26/2016,18,31,12,7,3,14,6
8/25/2016,55,28,10,7,0,14,6
8/24/2016,79,40,19,8,3,38,6
8/23/2016,47,54,20,8,4,58,6
8/22/2016,52,59,17,8,4,34,6
8/21/2016,52,65,16,7,4,36,6
8/20/2016,69,62,10,8,3,32,6
8/19/2016,116,60,14,8,4,50,6
8/18/2016,94,68,27,9,5,90,6
8/17/2016,67,78,29,8,5,72,6
8/16/2016,81,63,18,8,4,52,6
8/15/2016,75,62,19,8,5,64,6
8/14/2016,88,43,11,8,5,54,6
8/13/2016,76,19,9,8,3,60,6
8/12/2016,73,38,14,8,3,54,6
8/11/2016,61,53,15,8,3,50,6
8/10/2016,117,41,14,8,4,42,6
8/9/2016,54,61,23,8,5,90,6
8/8/2016,74,52,21,8,4,40,6
8/7/2016,90,54,13,8,4,52,6
8/6/2016,101,68,18,8,5,64,6
8/5/2016,64,99,26,8,5,76,6
8/4/2016,57,89,20,8,4,44,6
8/3/2016,44,43,15,8,4,38,6
8/2/2016,54,55,13,7,3,30,6
8/1/2016,74,28,13,7,3,40,6
7/31/2016,87,31,13,7,4,54,6
7/30/2016,114,31,13,8,4,66,6
7/29/2016,98,52,19,8,4,88,6
7/28/2016,99,27,22,8,6,80,6
7/27/2016,74,62,13,7,4,78,6
7/26/2016,80,15,16,9,4,54,6
7/25/2016,112,17,19,9,4,60,6
7/24/2016,97,27,21,9,4,86,6
7/23/2016,88,15,20,8,4,78,6
7/22/2016,66,38,21,7,4,74,6
7/21/2016,56,65,16,7,4,48,6
7/20/2016,60,47,16,8,4,40,6
7/19/2016,60,61,23,8,5,44,6
7/18/2016,56,67,22,8,4,44,6
7/17/2016,30,29,17,8,4,40,6
7/16/2016,15,18,14,7,5,20,6
7/15/2016,23,24,7,7,3,8,6
7/14/2016,53,32,12,7,3,18,6
7/13/2016,54,39,12,8,3,38,6
7/12/2016,102,31,18,8,4,38,6
7/11/2016,95,56,23,10,4,78,6
7/10/2016,65,79,20,8,5,74,6
7/9/2016,68,63,17,8,4,48,6
7/8/2016,124,44,18,8,4,54,6
7/7/2016,69,67,26,8,5,98,6
7/6/2016,26,55,32,9,5,54,6
7/5/2016,18,31,19,8,4,20,6
7/4/2016,55,22,19,7,4,10,6
7/3/2016,75,29,16,7,4,36,6
7/2/2016,27,45,13,7,4,52,6
7/1/2016,63,30,15,7,3,16,6
6/30/2016,74,20,19,7,4,46,6
6/29/2016,72,29,20,7,4,48,6
6/28/2016,108,61,30,8,4,54,6
6/27/2016,64,80,25,8,5,86,6
6/26/2016,54,38,27,10,5,50,6
6/25/2016,48,46,15,8,4,42,6
6/24/2016,111,41,13,8,4,36,6
6/23/2016,70,40,20,7,4,90,6
6/22/2016,149,61,21,8,5,52,6
6/21/2016,99,46,28,8,5,126,6
6/20/2016,88,94,23,8,5,78,6
6/19/2016,88,63,23,8,4,66,6
6/18/2016,124,51,15,9,4,62,6
6/17/2016,116,83,25,9,6,98,6
6/16/2016,56,68,22,9,6,94,6
6/15/2016,77,43,14,7,4,44,6
6/14/2016,94,32,20,8,4,56,6
6/13/2016,106,66,26,8,5,78,6
6/12/2016,68,40,14,7,5,86,6
6/11/2016,106,21,12,7,4,48,6
6/10/2016,92,23,21,8,5,84,6
6/9/2016,75,61,33,8,5,82,6
6/8/2016,84,52,23,8,4,64,6
6/7/2016,69,32,24,8,4,68,6
6/6/2016,43,38,17,7,4,50,6
6/5/2016,72,47,17,8,4,34,6
6/4/2016,75,73,16,8,4,66,6
6/3/2016,66,52,25,8,4,68,6
6/2/2016,43,70,25,8,4,58,6
6/1/2016,62,69,23,8,4,40,6
5/31/2016,126,53,15,8,4,54,6
5/30/2016,97,60,22,9,6,120,6
5/29/2016,92,79,24,9,5,94,6
5/28/2016,99,79,22,9,6,94,6
5/27/2016,139,63,29,8,6,96,6
5/26/2016,164,72,28,8,6,126,6
5/25/2016,145,41,29,11,7,146,6
5/24/2016,69,60,21,9,6,120,6
5/23/2016,105,44,20,8,5,52,6
5/22/2016,87,83,28,9,5,88,6
5/21/2016,67,77,27,7,5,68,6
5/20/2016,56,60,29,7,4,50,6
5/19/2016,57,67,35,8,5,46,6
5/18/2016,84,64,32,8,5,48,6
5/17/2016,103,70,33,9,6,76,6
5/16/2016,40,60,32,10,6,98,6
5/15/2016,65,50,14,8,4,40,6
5/14/2016,52,49,18,8,5,52,6
5/13/2016,58,60,28,7,5,44,6
5/12/2016,52,53,16,7,5,48,6
5/11/2016,36,51,31,8,5,42,6
5/10/2016,52,49,13,7,4,36,6
5/9/2016,56,42,13,8,4,50,6
5/8/2016,50,53,25,7,5,74,6
5/7/2016,71,54,20,8,5,70,6
5/6/2016,73,40,18,8,5,156,6
5/5/2016,53,26,28,7,5,62,6
5/4/2016,27,48,29,7,6,68,6
5/3/2016,44,42,9,7,3,56,6
5/2/2016,67,30,13,7,4,30,6
5/1/2016,67,44,26,8,5,62,6
4/30/2016,110,53,23,9,6,66,6
4/29/2016,74,78,28,11,6,108,6
4/28/2016,58,50,27,8,5,78,6
4/27/2016,53,49,24,8,4,70,6
4/26/2016,78,45,16,7,3,66,6
4/25/2016,68,62,33,9,6,98,6
4/24/2016,69,45,41,8,6,96,6
4/23/2016,114,48,24,8,5,148,6
4/22/2016,120,39,25,7,6,180,6
4/21/2016,58,38,28,8,7,102,6
4/20/2016,87,36,22,7,5,42,6
4/19/2016,61,38,38,9,6,88,6
4/18/2016,65,40,18,7,5,56,6
4/17/2016,37,39,23,8,5,84,6
4/16/2016,75,41,11,7,5,46,6
4/15/2016,76,38,37,8,6,76,6
4/14/2016,94,52,31,8,7,74,6
4/13/2016,94,31,30,8,6,86,6
4/12/2016,73,36,40,8,6,84,6
4/11/2016,64,39,29,8,5,72,6
4/10/2016,163,36,21,7,6,66,6
4/9/2016,156,64,21,10,8,170,6
4/8/2016,113,13,43,9,9,150,6
4/7/2016,101,43,31,9,6,108,6
4/6/2016,101,51,19,8,5,84,6
4/5/2016,71,48,41,12,7,106,6
4/4/2016,39,41,42,11,6,82,6
4/3/2016,102,33,25,8,5,36,6
4/2/2016,109,42,17,8,5,82,6
4/1/2016,95,64,50,11,8,112,6
3/31/2016,65,45,53,11,8,102,6
3/30/2016,123,33,46,10,6,68,6
3/29/2016,146,40,29,9,5,122,6
3/28/2016,125,55,43,12,8,130,6
3/27/2016,118,40,47,12,7,108,6
3/26/2016,114,51,33,10,7,102,6
3/25/2016,97,36,40,9,7,94,6
3/24/2016,62,35,33,9,6,100,6
3/23/2016,117,36,15,8,4,52,6
3/22/2016,129,40,20,9,6,112,6
3/21/2016,141,40,48,10,7,110,6
3/20/2016,116,42,41,11,9,122,6
3/19/2016,109,40,37,10,9,112,6
3/18/2016,114,41,18,8,6,108,6
3/17/2016,105,35,51,11,8,98,6
3/16/2016,110,21,62,12,9,100,6
3/15/2016,86,40,47,11,8,106,6
3/14/2016,124,31,42,10,7,84,6
3/13/2016,108,37,30,8,7,100,6
3/12/2016,66,28,36,9,8,98,6
3/11/2016,61,25,31,9,6,68,6
3/10/2016,48,31,18,8,5,56,6
3/9/2016,54,31,10,8,5,50,6
3/8/2016,61,29,10,8,4,68,6
3/7/2016,79,31,13,8,5,88,6
3/6/2016,63,15,39,9,7,132,6
3/5/2016,50,33,15,8,5,106,6
3/4/2016,118,19,31,8,6,34,6
3/3/2016,91,33,50,12,10,108,6
3/2/2016,74,26,41,9,7,82,6
3/1/2016,60,26,36,9,2,64,6
2/29/2016,85,29,19,8,5,48,6
2/28/2016,92,31,12,8,4,86,6
2/27/2016,127,29,33,9,7,76,6
2/26/2016,83,30,36,10,7,106,6
2/25/2016,79,31,32,11,7,72,6
2/24/2016,58,30,28,10,7,70,6
2/23/2016,85,29,15,8,5,48,6
2/22/2016,58,32,26,9,7,78,6
2/21/2016,43,14,40,9,6,66,6
2/20/2016,60,32,15,8,5,38,6
2/19/2016,134,34,22,10,6,68,6
2/18/2016,78,16,39,12,11,124,6
2/17/2016,55,28,41,10,8,74,6
2/16/2016,57,25,33,9,9,60,6
2/15/2016,40,25,24,8,6,44,6
2/14/2016,55,26,10,7,4,44,6
2/13/2016,54,22,13,8,5,40,6
2/12/2016,75,4,42,12,12,36,6
2/11/2016,86,11,47,10,8,56,6
2/10/2016,65,16,55,15,13,82,6
2/9/2016,83,21,40,11,8,54,6
2/8/2016,109,31,15,11,6,82,6
2/7/2016,85,32,34,12,8,96,6
2/6/2016,82,22,31,10,7,84,6
2/5/2016,66,28,22,11,6,82,6
2/4/2016,90,27,27,10,6,68,6
2/3/2016,88,27,38,12,9,82,6
2/2/2016,70,14,52,12,10,88,6
2/1/2016,61,21,33,11,7,72,6
1/31/2016,67,24,18,9,5,62,6
1/30/2016,68,25,16,9,5,64,6
1/29/2016,91,16,36,10,8,52,6
1/28/2016,94,10,40,12,8,86,6
1/27/2016,94,10,49,11,10,92,6
1/26/2016,96,20,40,12,9,96,6
1/25/2016,54,8,49,13,9,112,6
1/24/2016,50,21,28,9,7,72,6
1/23/2016,48,22,10,8,4,60,6
1/22/2016,75,23,10,9,4,48,6
1/21/2016,77,23,24,9,7,86,6
1/20/2016,63,17,34,10,7,90,6
1/19/2016,44,17,29,8,7,68,6
1/18/2016,72,23,10,7,4,54,6
1/17/2016,109,24,20,9,7,84,6
1/16/2016,97,5,49,10,12,128,6
1/15/2016,70,6,49,11,11,120,6
1/14/2016,58,11,47,11,10,92,6
1/13/2016,58,18,34,10,7,70,6
1/12/2016,62,18,28,8,6,64,6
1/11/2016,51,22,26,10,6,84,6
1/10/2016,49,23,17,9,5,58,6
1/9/2016,67,26,24,10,5,54,6
1/8/2016,89,18,33,10,8,66,6
1/7/2016,74,20,28,10,7,54,6
1/6/2016,86,17,23,10,6,68,6
1/5/2016,54,10,36,11,7,82,6
1/4/2016,85,21,16,9,4,46,6
1/3/2016,0,23,18,9,6,78,6
12/30/2015,106,0,0,0,0,0,6
12/29/2015,99,10,46,11,10,100,6
12/28/2015,70,5,50,12,11,94,6
12/27/2015,62,19,26,8,7,50,6
12/26/2015,105,22,11,8,4,44,6
12/25/2015,67,15,33,10,8,98,6
12/24/2015,143,22,22,9,5,56,6
12/23/2015,126,16,44,13,10,130,6
12/22/2015,125,10,45,12,11,110,6
12/21/2015,106,5,41,11,9,110,6
12/20/2015,127,7,41,10,9,92,6
12/19/2015,117,10,47,11,11,110,6
12/18/2015,72,6,44,12,11,104,6
12/17/2015,50,2,39,9,8,58,6
12/16/2015,59,16,14,8,5,38,6
12/15/2015,107,21,11,9,4,52,6
12/14/2015,96,18,27,10,7,100,6
12/13/2015,85,2,46,10,10,86,6
12/12/2015,59,12,42,11,10,80,6
12/11/2015,68,23,33,10,7,54,6
12/10/2015,107,24,16,9,5,52,6
12/9/2015,132,3,49,13,13,98,6
12/8/2015,118,5,60,13,14,114,6
12/7/2015,90,4,59,12,12,102,6
12/6/2015,65,4,45,10,9,84,6
12/5/2015,56,19,26,10,7,58,6
12/4/2015,61,22,25,9,7,52,6
12/3/2015,47,20,16,8,6,60,6
12/2/2015,99,20,13,7,4,36,6
12/1/2015,97,16,39,10,10,100,6
11/30/2015,87,10,42,10,10,90,6
11/29/2015,91,19,24,9,7,72,6
11/28/2015,94,7,31,8,7,72,6
11/27/2015,81,15,33,10,8,80,6
11/26/2015,71,22,19,8,5,70,6
11/25/2015,36,23,11,8,5,52,6
11/24/2015,50,20,18,7,4,20,6
11/23/2015,26,19,15,7,5,38,6
11/22/2015,66,16,19,7,4,14,6
11/21/2015,90,14,25,9,7,52,6
11/20/2015,73,23,23,9,7,82,6
11/19/2015,35,20,24,8,6,66,6
11/18/2015,32,13,24,7,5,26,6
11/17/2015,46,24,13,7,5,20,6
11/16/2015,67,24,20,8,5,30,6
11/15/2015,48,7,28,8,7,52,6
11/14/2015,41,17,24,8,6,34,6
11/13/2015,32,10,29,7,5,24,6
11/12/2015,50,19,24,7,5,22,6
11/11/2015,74,19,31,8,7,36,6
11/10/2015,67,14,35,8,8,62,6
11/9/2015,35,16,24,7,7,52,6
11/8/2015,21,18,16,6,4,16,6
11/7/2015,33,25,10,7,3,8,6
11/6/2015,92,28,10,7,4,18,6
11/5/2015,139,28,27,9,6,78,6
11/4/2015,144,29,54,11,9,130,6
11/3/2015,116,16,63,13,10,130,6
11/2/2015,85,12,50,10,9,108,6
11/1/2015,71,21,41,10,8,84,6
10/31/2015,54,11,41,9,7,66,6
10/30/2015,42,23,28,8,6,50,6
10/29/2015,47,23,15,7,4,42,6
10/28/2015,46,22,23,7,4,38,6
10/27/2015,52,28,22,8,5,48,6
10/26/2015,53,27,15,7,4,62,6
10/25/2015,60,18,31,8,4,50,6
10/24/2015,65,32,24,8,5,50,6
10/23/2015,83,30,28,8,5,56,6
10/22/2015,119,21,36,9,6,86,6
10/21/2015,139,32,27,8,6,126,6
10/20/2015,116,52,35,9,8,154,6
10/19/2015,111,45,45,9,8,140,6
10/18/2015,86,34,41,10,8,136,6
10/17/2015,67,55,39,9,7,108,6
10/16/2015,87,35,43,8,7,84,6
10/15/2015,65,30,53,9,7,106,6
10/14/2015,59,39,52,8,6,84,6
10/13/2015,37,15,45,8,6,76,6
10/12/2015,29,29,28,8,4,46,6
10/11/2015,33,25,15,7,3,28,6
10/10/2015,35,22,18,7,3,30,6
10/9/2015,31,25,23,7,3,36,6
10/8/2015,64,32,11,8,2,52,6
10/7/2015,55,38,35,9,4,92,6
10/6/2015,41,30,39,8,4,74,6
10/5/2015,37,32,37,8,3,50,6
10/4/2015,35,28,33,7,3,44,6
10/3/2015,40,25,17,7,2,46,6
10/2/2015,31,38,15,8,2,68,6
10/1/2015,22,29,18,7,2,46,6
9/30/2015,31,24,15,7,2,22,6
9/29/2015,0,27,19,8,1,36,6
9/27/2015,34,0,0,0,0,0,6
9/26/2015,65,40,25,7,3,60,6
9/25/2015,47,47,24,7,4,88,6
9/24/2015,50,53,29,7,3,60,6
9/23/2015,51,43,33,7,3,58,6
9/22/2015,59,23,45,7,3,70,6
9/21/2015,65,61,37,7,4,74,6
9/20/2015,60,51,30,7,4,84,6
9/19/2015,38,48,25,7,3,80,6
9/18/2015,25,37,25,7,3,50,6
9/17/2015,18,38,23,6,3,28,6
9/16/2015,25,31,12,6,1,20,6
9/15/2015,38,35,19,6,2,26,6
9/14/2015,41,35,26,6,3,44,6
9/13/2015,28,41,28,7,3,56,6
9/12/2015,27,32,11,7,2,34,6
9/11/2015,54,27,18,6,2,34,6
9/10/2015,31,28,24,6,3,70,6
9/9/2015,25,35,14,7,2,42,6
9/8/2015,29,31,10,6,0,26,6
9/7/2015,23,30,15,6,2,22,6
9/6/2015,27,31,14,6,2,22,6
9/5/2015,60,26,9,7,2,28,6
9/4/2015,48,17,26,7,4,68,6
9/3/2015,45,40,21,6,3,58,6
9/2/2015,44,38,14,7,3,46,6
9/1/2015,51,18,25,6,3,44,6
8/31/2015,57,36,13,7,2,48,6
8/30/2015,54,48,25,7,3,58,6
8/29/2015,57,63,18,7,2,54,6
8/28/2015,40,61,27,8,3,60,6
8/27/2015,31,31,33,7,3,44,6
8/26/2015,27,45,15,7,2,34,6
8/25/2015,11,17,19,8,2,20,6
8/24/2015,46,17,3,7,1,12,6
8/23/2015,58,26,12,7,2,50,6
8/22/2015,61,38,21,8,3,70,6
8/21/2015,67,35,24,8,3,74,6
8/20/2015,51,28,22,8,3,80,6
8/19/2015,49,17,30,8,3,58,6
8/18/2015,35,29,22,8,2,62,6
8/17/2015,45,26,15,7,2,40,6
8/16/2015,104,33,12,7,2,48,6
8/15/2015,86,30,11,8,3,114,6
8/14/2015,54,44,18,8,4,98,6
8/13/2015,52,36,18,7,3,64,6
8/12/2015,76,27,20,7,3,62,6
8/11/2015,76,42,17,7,3,102,6
8/10/2015,53,28,21,7,4,94,6
8/9/2015,0,34,10,7,2,58,6
8/8/2015,60,0,0,0,0,0,6
8/7/2015,65,54,20,7,2,78,6
8/6/2015,56,41,20,7,2,78,6
8/5/2015,58,43,18,8,3,72,6
8/4/2015,45,32,16,8,2,72,6
8/3/2015,56,21,15,8,2,56,6
8/2/2015,60,22,17,8,3,70,6
8/1/2015,75,24,14,7,3,66,6
7/31/2015,102,31,20,8,3,98,6
7/30/2015,121,39,17,8,3,118,6
7/29/2015,60,41,19,7,4,140,6
7/28/2015,61,19,25,8,3,66,6
7/27/2015,43,32,17,7,2,70,6
7/26/2015,37,13,16,7,2,50,6
7/25/2015,40,15,10,7,1,40,6
7/24/2015,26,13,19,7,2,46,6
7/23/2015,59,15,23,7,2,30,6
7/22/2015,57,18,34,7,3,76,6
7/21/2015,44,24,26,7,3,76,6
7/20/2015,37,19,17,7,2,52,6
7/19/2015,48,14,17,7,2,42,6
7/18/2015,37,23,12,6,2,52,6
7/17/2015,16,22,18,7,2,48,6
7/16/2015,17,21,8,6,1,18,6
7/15/2015,71,19,6,7,1,18,6
7/14/2015,81,31,21,7,3,90,6
7/13/2015,39,35,21,7,3,116,6
7/12/2015,22,27,15,7,2,52,6
7/11/2015,40,10,8,7,1,22,6
7/10/2015,30,34,25,7,2,48,6
7/9/2015,16,31,22,6,2,36,6
7/8/2015,16,20,10,6,1,18,6
7/7/2015,49,20,10,6,1,18,6
7/6/2015,42,28,23,7,2,60,6
7/5/2015,57,34,15,7,2,48,6
7/4/2015,41,31,20,8,3,70,6
7/3/2015,67,33,21,8,2,54,6
7/2/2015,66,28,15,8,3,84,6
7/1/2015,53,32,16,8,3,90,6
6/30/2015,47,33,14,7,2,70,6
6/29/2015,39,32,19,7,2,54,6
6/28/2015,37,37,20,8,2,44,6
6/27/2015,21,36,17,7,2,42,6
6/26/2015,25,28,9,7,1,20,6
6/25/2015,60,27,8,7,2,22,6
6/24/2015,62,35,28,9,3,76,6
6/23/2015,59,44,23,8,3,78,6
6/22/2015,49,28,21,7,2,76,6
6/21/2015,36,35,26,8,3,60,6
6/20/2015,56,36,12,6,2,40,6
6/19/2015,33,20,23,7,3,64,6
6/18/2015,54,31,9,7,2,40,6
6/17/2015,59,33,14,7,3,60,6
6/16/2015,62,38,19,8,3,70,6
6/15/2015,57,40,23,8,3,80,6
6/14/2015,48,38,18,7,3,68,6
6/13/2015,72,37,9,7,2,62,6
6/12/2015,59,35,24,9,4,120,6
6/11/2015,56,39,22,8,3,84,6
6/10/2015,64,34,21,8,3,76,6
6/9/2015,60,51,22,8,3,94,6
6/8/2015,49,33,14,8,2,78,6
6/7/2015,49,30,25,9,3,64,6
6/6/2015,45,40,18,9,3,64,6
6/5/2015,44,40,16,7,2,60,6
6/4/2015,35,25,33,8,3,58,6
6/3/2015,32,35,22,8,3,70,6
6/2/2015,50,29,9,7,2,78,6
6/1/2015,55,34,29,9,3,68,6
5/31/2015,58,34,43,10,4,80,6
5/30/2015,55,38,23,8,3,78,6
5/29/2015,61,28,18,8,2,72,6
5/28/2015,53,33,39,9,3,92,6
5/27/2015,48,48,39,9,3,82,6
5/26/2015,61,46,39,8,3,66,6
5/25/2015,50,31,38,9,5,84,6
5/24/2015,38,32,40,9,5,76,6
5/23/2015,51,35,21,8,4,60,6
5/22/2015,65,37,29,8,5,82,6
5/21/2015,47,36,31,11,6,100,6
5/20/2015,51,34,33,10,6,84,6
5/19/2015,74,27,20,8,5,82,6
5/18/2015,52,25,25,8,6,94,6
5/17/2015,72,27,32,8,5,76,6
5/16/2015,49,37,31,10,6,104,6
5/15/2015,108,36,24,8,5,84,6
5/14/2015,60,31,17,8,5,158,6
5/13/2015,54,31,24,8,5,100,6
5/12/2015,41,32,22,10,5,114,6
5/11/2015,52,31,16,8,5,74,6
5/10/2015,48,28,25,8,5,80,6
5/9/2015,48,32,15,7,5,78,6
5/8/2015,69,33,18,8,4,74,6
5/7/2015,49,28,41,9,6,104,6
5/6/2015,43,38,39,9,5,58,6
5/5/2015,35,29,36,10,5,86,6
5/4/2015,41,34,23,8,5,68,6
5/3/2015,53,34,12,7,3,82,6
5/2/2015,57,19,13,7,3,42,6
5/1/2015,63,29,29,8,3,60,6
4/30/2015,45,37,37,9,4,70,6
4/29/2015,68,32,22,7,3,48,6
4/28/2015,50,22,31,9,4,76,6
4/27/2015,64,33,37,8,4,60,6
4/26/2015,41,36,31,10,4,88,6
4/25/2015,50,21,41,11,5,70,6
4/24/2015,65,27,40,9,4,96,6
4/23/2015,78,34,24,9,4,104,6
4/22/2015,75,34,44,9,6,104,6
4/21/2015,57,33,36,11,5,110,6
4/20/2015,28,31,37,9,5,74,6
4/19/2015,45,31,16,7,3,22,6
4/18/2015,43,25,31,8,4,58,6
4/17/2015,44,37,46,9,6,96,6
4/16/2015,88,33,28,8,4,116,6
4/15/2015,68,24,39,10,6,130,6
4/14/2015,43,32,31,9,5,66,6
4/13/2015,41,28,17,7,4,36,6
4/12/2015,69,31,10,6,2,44,6
4/11/2015,81,36,30,8,5,82,6
4/10/2015,69,34,38,10,5,112,6
4/9/2015,48,41,36,9,5,90,6
4/8/2015,24,28,41,9,5,84,6
4/7/2015,36,28,24,6,2,48,6
4/6/2015,55,25,14,6,2,74,6
4/5/2015,31,31,19,7,3,90,6
4/4/2015,26,27,17,6,3,26,6
4/3/2015,50,34,14,6,3,22,6
4/2/2015,37,20,27,7,5,44,6
4/1/2015,55,29,15,7,3,38,6
3/31/2015,130,31,16,7,3,48,6
3/30/2015,94,29,43,10,7,168,6
3/29/2015,71,33,43,10,6,188,6
3/28/2015,65,28,30,10,4,102,6
3/27/2015,71,34,49,11,5,76,6
3/26/2015,58,35,45,11,5,92,6
3/25/2015,59,30,42,10,5,80,6
3/24/2015,45,27,45,10,5,78,6
3/23/2015,33,32,27,8,4,70,6
3/22/2015,97,33,14,8,2,96,6
3/21/2015,106,37,27,14,7,220,6
3/20/2015,74,42,50,17,8,206,6
3/19/2015,81,39,45,11,7,132,6
3/18/2015,124,28,36,9,5,90,6
3/17/2015,146,33,38,11,8,128,6
3/16/2015,103,12,82,17,11,176,6
3/15/2015,76,22,55,12,7,126,6
3/14/2015,67,26,44,12,6,72,6
3/13/2015,70,28,32,9,4,70,6
3/12/2015,58,34,26,9,4,68,6
3/11/2015,59,25,23,8,3,56,6
3/10/2015,34,26,21,9,3,66,6
3/9/2015,101,23,9,6,3,52,6
3/8/2015,116,32,25,11,6,114,6
3/7/2015,96,36,42,13,7,132,6
3/6/2015,84,31,51,11,9,92,6
3/5/2015,75,21,48,11,7,80,6
3/4/2015,60,25,25,8,4,76,6
3/3/2015,81,28,10,8,3,74,6
3/2/2015,76,26,40,10,5,92,6
3/1/2015,77,26,37,11,6,134,6
